Frame,Running Gait Cycle,Sub Phase,% Cycle,Trunk Lean,Front Knee Angle,Back Knee Angle,Front Hip Angle,Angle Each Body %,Result
168,0,Terminal Stance,100.0%,4.52 (Accurate ),32.23 (Inaccurate ),10.79 (Inaccurate ),7.31 (Inaccurate ),25.0 % ,Should Improve
169,0,Terminal Stance,100.0%,4.69 (Accurate ),34.6 (Inaccurate ),8.43 (Inaccurate ),5.62 (Inaccurate ),25.0 % ,Should Improve
170,0,Terminal Stance,100.0%,4.8 (Accurate ),35.92 (Accurate ),7.72 (Inaccurate ),4.58 (Inaccurate ),50.0 % ,Satisfactory
171,0,Terminal Stance,100.0%,4.85 (Accurate ),37.72 (Accurate ),7.98 (Inaccurate ),3.35 (Inaccurate ),50.0 % ,Satisfactory
172,0,Terminal Stance,100.0%,4.68 (Accurate ),37.89 (Accurate ),8.72 (Inaccurate ),3.57 (Inaccurate ),50.0 % ,Satisfactory
173,0,Terminal Stance,100.0%,4.77 (Accurate ),38.72 (Accurate ),8.06 (Inaccurate ),2.75 (Inaccurate ),50.0 % ,Satisfactory
174,0,Terminal Stance,100.0%,4.77 (Accurate ),39.22 (Accurate ),7.26 (Inaccurate ),2.51 (Inaccurate ),50.0 % ,Satisfactory
175,0,Terminal Stance,100.0%,4.6 (Accurate ),39.93 (Accurate ),7.86 (Inaccurate ),1.55 (Inaccurate ),50.0 % ,Satisfactory
176,0,Terminal Stance,100.0%,4.44 (Accurate ),39.43 (Accurate ),7.78 (Inaccurate ),1.9 (Inaccurate ),50.0 % ,Satisfactory
177,0,Terminal Stance,100.0%,4.68 (Accurate ),40.98 (Accurate ),8.2 (Inaccurate ),0.08 (Inaccurate ),50.0 % ,Satisfactory
178,0,Terminal Stance,100.0%,4.63 (Accurate ),40.25 (Accurate ),8.8 (Inaccurate ),0.78 (Inaccurate ),50.0 % ,Satisfactory
179,0,Terminal Stance,100.0%,4.46 (Accurate ),40.1 (Accurate ),8.48 (Inaccurate ),0.51 (Inaccurate ),50.0 % ,Satisfactory
180,0,Terminal Stance,100.0%,4.13 (Accurate ),41.45 (Accurate ),7.72 (Inaccurate ),0.69 (Inaccurate ),50.0 % ,Satisfactory
181,0,Terminal Stance,100.0%,3.79 (Inaccurate ),42.67 (Accurate ),6.9 (Inaccurate ),2.02 (Inaccurate ),25.0 % ,Should Improve
182,0,Terminal Stance,100.0%,3.63 (Inaccurate ),43.24 (Accurate ),5.62 (Inaccurate ),2.69 (Inaccurate ),25.0 % ,Should Improve
183,0,Terminal Stance,100.0%,3.93 (Inaccurate ),42.71 (Accurate ),5.72 (Inaccurate ),3.37 (Inaccurate ),25.0 % ,Should Improve
184,0,Terminal Stance,100.0%,3.7 (Inaccurate ),42.08 (Accurate ),6.04 (Inaccurate ),2.75 (Inaccurate ),25.0 % ,Should Improve
185,0,Terminal Stance,100.0%,3.57 (Inaccurate ),40.03 (Accurate ),6.33 (Inaccurate ),2.24 (Inaccurate ),25.0 % ,Should Improve
186,0,Terminal Stance,100.0%,3.89 (Inaccurate ),40.09 (Accurate ),7.35 (Inaccurate ),4.06 (Inaccurate ),25.0 % ,Should Improve
187,0,Terminal Stance,100.0%,3.69 (Inaccurate ),37.34 (Accurate ),8.37 (Inaccurate ),5.01 (Inaccurate ),25.0 % ,Should Improve
188,0,Terminal Stance,100.0%,3.7 (Inaccurate ),33.7 (Inaccurate ),8.53 (Inaccurate ),5.35 (Inaccurate ),0.0 % ,Should Improve
189,0,Terminal Stance,100.0%,3.59 (Inaccurate ),31.56 (Inaccurate ),11.73 (Inaccurate ),5.52 (Inaccurate ),0.0 % ,Should Improve
190,0,Terminal Stance,100.0%,3.46 (Inaccurate ),30.85 (Inaccurate ),13.66 (Inaccurate ),4.9 (Inaccurate ),0.0 % ,Should Improve
191,0,Terminal Stance,100.0%,3.55 (Inaccurate ),31.84 (Inaccurate ),13.6 (Inaccurate ),6.0 (Inaccurate ),0.0 % ,Should Improve
192,0,Terminal Stance,100.0%,3.17 (Inaccurate ),34.45 (Inaccurate ),12.55 (Inaccurate ),7.49 (Inaccurate ),0.0 % ,Should Improve
193,0,Terminal Stance,100.0%,2.78 (Inaccurate ),35.17 (Accurate ),10.25 (Inaccurate ),9.26 (Inaccurate ),25.0 % ,Should Improve
194,0,Terminal Stance,100.0%,2.93 (Inaccurate ),33.57 (Inaccurate ),9.09 (Inaccurate ),9.57 (Inaccurate ),0.0 % ,Should Improve
195,0,Terminal Stance,100.0%,2.91 (Inaccurate ),33.47 (Inaccurate ),7.87 (Inaccurate ),10.05 (Inaccurate ),0.0 % ,Should Improve
196,0,Terminal Stance,100.0%,3.22 (Inaccurate ),33.21 (Inaccurate ),7.82 (Inaccurate ),10.07 (Inaccurate ),0.0 % ,Should Improve
197,0,Terminal Stance,100.0%,3.15 (Inaccurate ),33.39 (Inaccurate ),6.89 (Inaccurate ),10.35 (Inaccurate ),0.0 % ,Should Improve
198,0,Terminal Stance,100.0%,3.27 (Inaccurate ),33.0 (Inaccurate ),6.47 (Inaccurate ),10.81 (Inaccurate ),0.0 % ,Should Improve
199,0,Terminal Stance,100.0%,2.84 (Inaccurate ),30.64 (Inaccurate ),6.39 (Inaccurate ),10.88 (Inaccurate ),0.0 % ,Should Improve
200,0,Terminal Stance,100.0%,2.95 (Inaccurate ),29.25 (Inaccurate ),6.12 (Inaccurate ),11.84 (Inaccurate ),0.0 % ,Should Improve
201,0,Terminal Stance,100.0%,2.59 (Inaccurate ),28.84 (Inaccurate ),5.76 (Inaccurate ),12.15 (Inaccurate ),0.0 % ,Should Improve
202,0,Terminal Stance,100.0%,2.89 (Inaccurate ),29.46 (Inaccurate ),5.96 (Inaccurate ),13.02 (Inaccurate ),0.0 % ,Should Improve
203,0,Terminal Stance,100.0%,2.55 (Inaccurate ),29.25 (Inaccurate ),5.23 (Inaccurate ),13.1 (Inaccurate ),0.0 % ,Should Improve
204,0,Terminal Stance,100.0%,2.42 (Inaccurate ),28.59 (Inaccurate ),4.76 (Inaccurate ),13.54 (Inaccurate ),0.0 % ,Should Improve
205,0,Terminal Stance,100.0%,2.02 (Inaccurate ),26.35 (Inaccurate ),2.62 (Inaccurate ),13.29 (Inaccurate ),0.0 % ,Should Improve
206,0,Terminal Stance,100.0%,1.98 (Inaccurate ),24.97 (Inaccurate ),2.39 (Inaccurate ),13.06 (Inaccurate ),0.0 % ,Should Improve
207,0,Terminal Stance,100.0%,1.81 (Inaccurate ),23.42 (Inaccurate ),2.29 (Inaccurate ),12.85 (Inaccurate ),0.0 % ,Should Improve
208,0,Terminal Stance,100.0%,1.89 (Inaccurate ),22.7 (Inaccurate ),2.87 (Inaccurate ),12.78 (Inaccurate ),0.0 % ,Should Improve
209,0,Terminal Stance,100.0%,1.64 (Inaccurate ),21.15 (Inaccurate ),2.26 (Inaccurate ),12.52 (Inaccurate ),0.0 % ,Should Improve
210,0,Terminal Stance,100.0%,1.18 (Inaccurate ),19.63 (Inaccurate ),2.06 (Inaccurate ),11.84 (Inaccurate ),0.0 % ,Should Improve
211,0,Terminal Stance,100.0%,1.28 (Inaccurate ),16.74 (Inaccurate ),0.05 (Inaccurate ),11.85 (Inaccurate ),0.0 % ,Should Improve
212,0,Terminal Stance,100.0%,1.23 (Inaccurate ),15.9 (Inaccurate ),0.87 (Inaccurate ),12.14 (Inaccurate ),0.0 % ,Should Improve
213,0,Terminal Stance,100.0%,0.89 (Inaccurate ),14.57 (Inaccurate ),1.54 (Inaccurate ),11.54 (Inaccurate ),0.0 % ,Should Improve
214,0,Terminal Stance,100.0%,0.88 (Inaccurate ),14.83 (Inaccurate ),0.96 (Inaccurate ),11.97 (Inaccurate ),0.0 % ,Should Improve
215,0,Terminal Stance,100.0%,0.79 (Inaccurate ),14.6 (Inaccurate ),0.61 (Inaccurate ),12.22 (Inaccurate ),0.0 % ,Should Improve
216,0,Terminal Stance,100.0%,0.75 (Inaccurate ),13.74 (Inaccurate ),0.86 (Inaccurate ),12.19 (Inaccurate ),0.0 % ,Should Improve
217,0,Terminal Stance,100.0%,0.72 (Inaccurate ),10.77 (Inaccurate ),0.54 (Inaccurate ),11.75 (Inaccurate ),0.0 % ,Should Improve
218,0,Terminal Stance,100.0%,0.9 (Inaccurate ),9.99 (Inaccurate ),0.42 (Inaccurate ),12.41 (Inaccurate ),0.0 % ,Should Improve
219,0,Terminal Stance,100.0%,0.71 (Inaccurate ),8.89 (Inaccurate ),0.55 (Inaccurate ),11.82 (Inaccurate ),0.0 % ,Should Improve
220,0,Terminal Stance,100.0%,0.57 (Inaccurate ),8.07 (Inaccurate ),2.51 (Inaccurate ),11.2 (Inaccurate ),0.0 % ,Should Improve
221,0,Terminal Stance,100.0%,1.04 (Inaccurate ),7.93 (Inaccurate ),2.44 (Inaccurate ),12.26 (Inaccurate ),0.0 % ,Should Improve
222,0,Terminal Stance,100.0%,0.78 (Inaccurate ),6.41 (Inaccurate ),2.54 (Inaccurate ),11.32 (Inaccurate ),0.0 % ,Should Improve
223,0,Terminal Stance,100.0%,0.66 (Inaccurate ),4.52 (Inaccurate ),1.82 (Inaccurate ),10.7 (Inaccurate ),0.0 % ,Should Improve
224,0,Terminal Stance,100.0%,0.48 (Inaccurate ),4.08 (Inaccurate ),3.46 (Inaccurate ),10.36 (Inaccurate ),0.0 % ,Should Improve
225,0,Terminal Stance,100.0%,0.31 (Inaccurate ),3.16 (Inaccurate ),3.86 (Inaccurate ),9.93 (Inaccurate ),0.0 % ,Should Improve
226,0,Terminal Stance,100.0%,0.57 (Inaccurate ),3.82 (Inaccurate ),4.64 (Inaccurate ),10.61 (Inaccurate ),0.0 % ,Should Improve
227,0,Terminal Stance,100.0%,0.94 (Inaccurate ),3.93 (Inaccurate ),5.2 (Inaccurate ),11.59 (Inaccurate ),0.0 % ,Should Improve
228,0,Terminal Stance,100.0%,0.84 (Inaccurate ),3.62 (Inaccurate ),4.81 (Inaccurate ),11.22 (Inaccurate ),0.0 % ,Should Improve
229,0,Terminal Stance,100.0%,1.07 (Inaccurate ),3.69 (Inaccurate ),4.45 (Inaccurate ),11.73 (Inaccurate ),0.0 % ,Should Improve
230,0,Terminal Stance,100.0%,1.05 (Inaccurate ),4.25 (Inaccurate ),4.3 (Inaccurate ),11.9 (Inaccurate ),0.0 % ,Should Improve
231,0,Terminal Stance,100.0%,1.01 (Inaccurate ),3.48 (Inaccurate ),4.9 (Inaccurate ),11.35 (Inaccurate ),0.0 % ,Should Improve
232,0,Terminal Stance,100.0%,1.19 (Inaccurate ),4.69 (Inaccurate ),6.28 (Inaccurate ),12.43 (Inaccurate ),0.0 % ,Should Improve
233,0,Terminal Stance,100.0%,0.85 (Inaccurate ),3.75 (Inaccurate ),5.94 (Inaccurate ),11.31 (Inaccurate ),0.0 % ,Should Improve
234,0,Terminal Stance,100.0%,0.78 (Inaccurate ),3.74 (Inaccurate ),5.91 (Inaccurate ),11.11 (Inaccurate ),0.0 % ,Should Improve
235,0,Terminal Stance,100.0%,1.35 (Inaccurate ),4.15 (Inaccurate ),5.26 (Inaccurate ),12.04 (Inaccurate ),0.0 % ,Should Improve
236,0,Terminal Stance,100.0%,1.21 (Inaccurate ),4.28 (Inaccurate ),6.03 (Inaccurate ),11.83 (Inaccurate ),0.0 % ,Should Improve
237,0,Terminal Stance,100.0%,1.21 (Inaccurate ),4.3 (Inaccurate ),6.72 (Inaccurate ),11.77 (Inaccurate ),0.0 % ,Should Improve
238,0,Terminal Stance,100.0%,1.63 (Inaccurate ),4.53 (Inaccurate ),8.03 (Inaccurate ),12.67 (Inaccurate ),0.0 % ,Should Improve
239,0,Terminal Stance,100.0%,1.55 (Inaccurate ),4.44 (Inaccurate ),8.32 (Inaccurate ),12.33 (Inaccurate ),0.0 % ,Should Improve
240,0,Terminal Stance,100.0%,1.43 (Inaccurate ),4.37 (Inaccurate ),7.84 (Inaccurate ),11.78 (Inaccurate ),0.0 % ,Should Improve
241,0,Terminal Stance,100.0%,1.21 (Inaccurate ),3.77 (Inaccurate ),7.2 (Inaccurate ),10.51 (Inaccurate ),0.0 % ,Should Improve
242,0,Terminal Stance,100.0%,1.32 (Inaccurate ),4.3 (Inaccurate ),9.08 (Inaccurate ),10.51 (Inaccurate ),0.0 % ,Should Improve
243,0,Terminal Stance,100.0%,1.49 (Inaccurate ),3.39 (Inaccurate ),11.2 (Inaccurate ),9.91 (Inaccurate ),0.0 % ,Should Improve
244,0,Terminal Stance,100.0%,1.92 (Inaccurate ),3.74 (Inaccurate ),13.08 (Inaccurate ),10.53 (Inaccurate ),0.0 % ,Should Improve
245,0,Terminal Stance,100.0%,1.78 (Inaccurate ),3.7 (Inaccurate ),13.5 (Inaccurate ),9.86 (Inaccurate ),0.0 % ,Should Improve
246,0,Terminal Stance,100.0%,1.5 (Inaccurate ),3.67 (Inaccurate ),13.95 (Inaccurate ),8.91 (Inaccurate ),0.0 % ,Should Improve
247,0,Terminal Stance,100.0%,1.86 (Inaccurate ),5.3 (Inaccurate ),15.2 (Inaccurate ),9.19 (Inaccurate ),0.0 % ,Should Improve
248,0,Terminal Stance,100.0%,2.12 (Inaccurate ),5.25 (Inaccurate ),17.54 (Inaccurate ),8.74 (Inaccurate ),0.0 % ,Should Improve
249,0,Terminal Stance,100.0%,2.2 (Inaccurate ),5.65 (Inaccurate ),18.12 (Inaccurate ),8.56 (Inaccurate ),0.0 % ,Should Improve
250,0,Terminal Stance,100.0%,2.32 (Inaccurate ),4.87 (Inaccurate ),19.93 (Inaccurate ),7.99 (Inaccurate ),0.0 % ,Should Improve
251,0,Terminal Stance,100.0%,2.33 (Inaccurate ),5.88 (Inaccurate ),20.77 (Inaccurate ),8.43 (Inaccurate ),0.0 % ,Should Improve
252,0,Terminal Stance,100.0%,2.52 (Inaccurate ),6.49 (Inaccurate ),21.52 (Inaccurate ),8.57 (Inaccurate ),0.0 % ,Should Improve
253,0,Terminal Stance,100.0%,2.34 (Inaccurate ),8.79 (Inaccurate ),23.95 (Inaccurate ),8.84 (Inaccurate ),0.0 % ,Should Improve
254,0,Terminal Stance,100.0%,2.65 (Inaccurate ),8.89 (Inaccurate ),24.77 (Inaccurate ),8.85 (Inaccurate ),0.0 % ,Should Improve
255,0,Terminal Stance,100.0%,2.98 (Inaccurate ),8.95 (Inaccurate ),25.71 (Inaccurate ),8.61 (Inaccurate ),0.0 % ,Should Improve
256,0,Terminal Stance,100.0%,2.75 (Inaccurate ),8.32 (Inaccurate ),25.39 (Inaccurate ),7.77 (Inaccurate ),0.0 % ,Should Improve
257,0,Terminal Stance,100.0%,3.29 (Inaccurate ),8.69 (Inaccurate ),25.28 (Inaccurate ),8.22 (Inaccurate ),0.0 % ,Should Improve
258,0,Terminal Stance,100.0%,3.36 (Inaccurate ),10.19 (Inaccurate ),25.48 (Inaccurate ),8.75 (Inaccurate ),0.0 % ,Should Improve
259,0,Terminal Stance,100.0%,3.73 (Inaccurate ),12.26 (Inaccurate ),27.25 (Inaccurate ),9.85 (Inaccurate ),0.0 % ,Should Improve
260,0,Terminal Stance,100.0%,4.1 (Accurate ),12.81 (Inaccurate ),27.47 (Inaccurate ),10.36 (Inaccurate ),25.0 % ,Should Improve
261,0,Terminal Stance,100.0%,4.11 (Accurate ),13.02 (Inaccurate ),28.11 (Inaccurate ),10.09 (Inaccurate ),25.0 % ,Should Improve
262,0,Terminal Stance,100.0%,4.04 (Accurate ),12.74 (Inaccurate ),29.0 (Inaccurate ),9.71 (Inaccurate ),25.0 % ,Should Improve
263,0,Terminal Stance,100.0%,4.01 (Accurate ),12.32 (Inaccurate ),28.69 (Inaccurate ),8.86 (Inaccurate ),25.0 % ,Should Improve
264,0,Terminal Stance,100.0%,4.05 (Accurate ),11.64 (Inaccurate ),28.09 (Inaccurate ),7.76 (Inaccurate ),25.0 % ,Should Improve
265,0,Terminal Stance,100.0%,4.55 (Accurate ),11.48 (Inaccurate ),28.11 (Inaccurate ),6.98 (Inaccurate ),25.0 % ,Should Improve
266,0,Terminal Stance,100.0%,5.29 (Accurate ),12.12 (Inaccurate ),28.39 (Inaccurate ),7.47 (Inaccurate ),25.0 % ,Should Improve
267,0,Terminal Stance,100.0%,5.27 (Accurate ),14.06 (Inaccurate ),28.58 (Inaccurate ),8.35 (Inaccurate ),25.0 % ,Should Improve
268,0,Terminal Stance,100.0%,5.54 (Accurate ),13.89 (Inaccurate ),28.46 (Inaccurate ),8.45 (Inaccurate ),25.0 % ,Should Improve
269,0,Terminal Stance,100.0%,5.75 (Accurate ),13.57 (Inaccurate ),27.82 (Inaccurate ),7.76 (Inaccurate ),25.0 % ,Should Improve
270,0,Terminal Stance,100.0%,5.34 (Accurate ),14.64 (Inaccurate ),26.44 (Inaccurate ),7.45 (Inaccurate ),25.0 % ,Should Improve
271,0,Terminal Stance,100.0%,5.59 (Accurate ),14.54 (Inaccurate ),24.13 (Inaccurate ),6.97 (Inaccurate ),25.0 % ,Should Improve
272,0,Terminal Stance,100.0%,6.19 (Accurate ),15.69 (Inaccurate ),25.14 (Inaccurate ),7.75 (Inaccurate ),25.0 % ,Should Improve
273,0,Terminal Stance,100.0%,6.75 (Accurate ),16.04 (Inaccurate ),26.47 (Inaccurate ),8.11 (Inaccurate ),25.0 % ,Should Improve
274,0,Terminal Stance,100.0%,7.74 (Accurate ),15.72 (Inaccurate ),29.96 (Inaccurate ),9.36 (Inaccurate ),25.0 % ,Should Improve
275,0,Terminal Stance,100.0%,8.37 (Accurate ),14.7 (Inaccurate ),31.17 (Inaccurate ),9.66 (Inaccurate ),25.0 % ,Should Improve
276,0,Terminal Stance,100.0%,7.98 (Accurate ),13.4 (Inaccurate ),29.18 (Inaccurate ),7.92 (Inaccurate ),25.0 % ,Should Improve
277,0,Terminal Stance,100.0%,8.01 (Accurate ),12.31 (Inaccurate ),23.57 (Inaccurate ),5.88 (Inaccurate ),25.0 % ,Should Improve
278,0,Terminal Stance,100.0%,8.21 (Accurate ),11.59 (Inaccurate ),22.09 (Inaccurate ),5.08 (Inaccurate ),25.0 % ,Should Improve
279,0,Terminal Stance,100.0%,9.21 (Accurate ),11.06 (Inaccurate ),22.13 (Inaccurate ),5.91 (Inaccurate ),25.0 % ,Should Improve
280,0,Terminal Stance,100.0%,9.35 (Accurate ),10.34 (Inaccurate ),20.97 (Inaccurate ),5.4 (Inaccurate ),25.0 % ,Should Improve
281,0,Terminal Stance,100.0%,9.48 (Accurate ),9.95 (Inaccurate ),22.09 (Inaccurate ),5.31 (Inaccurate ),25.0 % ,Should Improve
282,0,Terminal Stance,100.0%,9.44 (Accurate ),8.75 (Inaccurate ),22.34 (Inaccurate ),4.44 (Inaccurate ),25.0 % ,Should Improve
283,0,Terminal Stance,100.0%,9.43 (Accurate ),6.31 (Inaccurate ),22.46 (Inaccurate ),2.65 (Inaccurate ),25.0 % ,Should Improve
284,0,Terminal Stance,100.0%,9.54 (Accurate ),5.32 (Inaccurate ),22.67 (Inaccurate ),1.69 (Inaccurate ),25.0 % ,Should Improve
285,0,Terminal Stance,100.0%,9.6 (Accurate ),4.81 (Inaccurate ),22.91 (Inaccurate ),0.94 (Inaccurate ),25.0 % ,Should Improve
286,0,Terminal Stance,100.0%,10.07 (Accurate ),5.17 (Inaccurate ),23.83 (Inaccurate ),1.29 (Inaccurate ),25.0 % ,Should Improve
287,0,Terminal Stance,100.0%,9.66 (Accurate ),4.88 (Inaccurate ),24.12 (Inaccurate ),0.15 (Inaccurate ),25.0 % ,Should Improve
288,0,Terminal Stance,100.0%,9.44 (Accurate ),4.4 (Inaccurate ),23.36 (Inaccurate ),1.34 (Inaccurate ),25.0 % ,Should Improve
289,0,Terminal Stance,100.0%,9.63 (Accurate ),3.09 (Inaccurate ),24.23 (Inaccurate ),3.37 (Inaccurate ),25.0 % ,Should Improve
290,0,Terminal Stance,100.0%,9.73 (Accurate ),3.91 (Inaccurate ),23.28 (Inaccurate ),3.54 (Inaccurate ),25.0 % ,Should Improve
291,0,Terminal Stance,100.0%,10.09 (Accurate ),3.78 (Inaccurate ),22.42 (Inaccurate ),3.43 (Inaccurate ),25.0 % ,Should Improve
292,0,Terminal Stance,100.0%,10.04 (Accurate ),7.31 (Inaccurate ),21.19 (Inaccurate ),1.75 (Inaccurate ),25.0 % ,Should Improve
293,0,Terminal Stance,100.0%,10.37 (Accurate ),5.0 (Inaccurate ),21.18 (Inaccurate ),2.76 (Inaccurate ),25.0 % ,Should Improve
294,0,Terminal Stance,100.0%,10.46 (Accurate ),3.06 (Inaccurate ),20.2 (Inaccurate ),3.84 (Inaccurate ),25.0 % ,Should Improve
295,0,Terminal Stance,100.0%,10.26 (Accurate ),1.29 (Inaccurate ),16.71 (Inaccurate ),5.97 (Inaccurate ),25.0 % ,Should Improve
296,0,Terminal Stance,100.0%,11.46 (Accurate ),0.34 (Inaccurate ),15.83 (Inaccurate ),4.68 (Inaccurate ),25.0 % ,Should Improve
297,0,Terminal Stance,100.0%,11.82 (Accurate ),0.93 (Inaccurate ),15.92 (Inaccurate ),5.36 (Inaccurate ),25.0 % ,Should Improve
298,0,Terminal Stance,100.0%,11.54 (Accurate ),0.19 (Inaccurate ),13.84 (Inaccurate ),4.82 (Inaccurate ),25.0 % ,Should Improve
299,0,Terminal Stance,100.0%,11.59 (Accurate ),0.76 (Inaccurate ),13.16 (Inaccurate ),5.38 (Inaccurate ),25.0 % ,Should Improve
300,0,Terminal Stance,100.0%,11.6 (Accurate ),0.18 (Inaccurate ),12.54 (Inaccurate ),5.59 (Inaccurate ),25.0 % ,Should Improve
301,0,Terminal Stance,100.0%,11.93 (Accurate ),0.07 (Inaccurate ),12.9 (Inaccurate ),6.09 (Inaccurate ),25.0 % ,Should Improve
302,0,Terminal Stance,100.0%,11.53 (Accurate ),0.3 (Inaccurate ),11.58 (Inaccurate ),7.12 (Inaccurate ),25.0 % ,Should Improve
303,0,Terminal Stance,100.0%,11.6 (Accurate ),0.76 (Inaccurate ),10.23 (Inaccurate ),7.07 (Inaccurate ),25.0 % ,Should Improve
304,0,Terminal Stance,100.0%,10.73 (Accurate ),0.6 (Inaccurate ),11.07 (Inaccurate ),9.27 (Inaccurate ),25.0 % ,Should Improve
305,0,Terminal Stance,100.0%,10.78 (Accurate ),0.92 (Inaccurate ),10.68 (Inaccurate ),9.09 (Inaccurate ),25.0 % ,Should Improve
306,0,Terminal Stance,100.0%,10.95 (Accurate ),1.1 (Inaccurate ),9.18 (Inaccurate ),8.88 (Inaccurate ),25.0 % ,Should Improve
307,0,Terminal Stance,100.0%,10.77 (Accurate ),2.51 (Inaccurate ),9.64 (Inaccurate ),9.15 (Inaccurate ),25.0 % ,Should Improve
308,0,Terminal Stance,100.0%,10.41 (Accurate ),2.62 (Inaccurate ),11.44 (Inaccurate ),10.59 (Inaccurate ),25.0 % ,Should Improve
309,0,Terminal Stance,100.0%,10.51 (Accurate ),4.02 (Inaccurate ),10.5 (Inaccurate ),10.19 (Inaccurate ),25.0 % ,Should Improve
310,0,Terminal Stance,100.0%,10.33 (Accurate ),3.55 (Inaccurate ),9.49 (Inaccurate ),10.79 (Inaccurate ),25.0 % ,Should Improve
311,0,Terminal Stance,100.0%,10.48 (Accurate ),4.18 (Inaccurate ),9.11 (Inaccurate ),10.27 (Inaccurate ),25.0 % ,Should Improve
312,0,Terminal Stance,100.0%,10.21 (Accurate ),5.74 (Inaccurate ),8.94 (Inaccurate ),10.27 (Inaccurate ),25.0 % ,Should Improve
313,0,Terminal Stance,100.0%,9.95 (Accurate ),6.4 (Inaccurate ),11.17 (Inaccurate ),11.63 (Inaccurate ),25.0 % ,Should Improve
314,0,Terminal Stance,100.0%,10.43 (Accurate ),7.39 (Inaccurate ),9.55 (Inaccurate ),10.52 (Inaccurate ),25.0 % ,Should Improve
315,0,Terminal Stance,100.0%,10.62 (Accurate ),8.7 (Inaccurate ),8.13 (Inaccurate ),9.66 (Inaccurate ),25.0 % ,Should Improve
316,0,Terminal Stance,100.0%,10.63 (Accurate ),8.8 (Inaccurate ),6.44 (Inaccurate ),9.54 (Inaccurate ),25.0 % ,Should Improve
317,0,Terminal Stance,100.0%,10.85 (Accurate ),9.7 (Inaccurate ),5.95 (Inaccurate ),8.88 (Inaccurate ),25.0 % ,Should Improve
318,0,Terminal Stance,100.0%,10.48 (Accurate ),10.81 (Inaccurate ),6.92 (Inaccurate ),9.06 (Inaccurate ),25.0 % ,Should Improve
319,0,Terminal Stance,100.0%,10.07 (Accurate ),12.15 (Inaccurate ),7.11 (Inaccurate ),9.41 (Inaccurate ),25.0 % ,Should Improve
320,0,Terminal Stance,100.0%,10.25 (Accurate ),12.6 (Inaccurate ),7.22 (Inaccurate ),8.96 (Inaccurate ),25.0 % ,Should Improve
321,0,Terminal Stance,100.0%,10.17 (Accurate ),13.5 (Inaccurate ),8.25 (Inaccurate ),8.7 (Inaccurate ),25.0 % ,Should Improve
322,0,Terminal Stance,100.0%,10.21 (Accurate ),14.41 (Inaccurate ),7.49 (Inaccurate ),8.29 (Inaccurate ),25.0 % ,Should Improve
323,0,Terminal Stance,100.0%,9.77 (Accurate ),15.0 (Inaccurate ),7.43 (Inaccurate ),8.86 (Inaccurate ),25.0 % ,Should Improve
324,0,Terminal Stance,100.0%,9.87 (Accurate ),16.18 (Inaccurate ),8.12 (Inaccurate ),8.05 (Inaccurate ),25.0 % ,Should Improve
325,0,Terminal Stance,100.0%,9.62 (Accurate ),17.26 (Inaccurate ),8.63 (Inaccurate ),7.71 (Inaccurate ),25.0 % ,Should Improve
326,0,Terminal Stance,100.0%,9.52 (Accurate ),19.03 (Inaccurate ),8.91 (Inaccurate ),7.03 (Inaccurate ),25.0 % ,Should Improve
327,0,Terminal Stance,100.0%,9.08 (Accurate ),20.4 (Inaccurate ),7.94 (Inaccurate ),7.23 (Inaccurate ),25.0 % ,Should Improve
328,0,Terminal Stance,100.0%,8.91 (Accurate ),21.72 (Inaccurate ),8.03 (Inaccurate ),7.07 (Inaccurate ),25.0 % ,Should Improve
329,0,Terminal Stance,100.0%,8.85 (Accurate ),23.13 (Inaccurate ),6.29 (Inaccurate ),6.37 (Inaccurate ),25.0 % ,Should Improve
330,0,Terminal Stance,100.0%,8.91 (Accurate ),24.23 (Inaccurate ),6.79 (Inaccurate ),5.82 (Inaccurate ),25.0 % ,Should Improve
331,0,Terminal Stance,100.0%,8.48 (Accurate ),26.36 (Inaccurate ),6.66 (Inaccurate ),5.34 (Inaccurate ),25.0 % ,Should Improve
332,0,Terminal Stance,100.0%,8.24 (Accurate ),27.32 (Inaccurate ),5.81 (Inaccurate ),5.36 (Inaccurate ),25.0 % ,Should Improve
333,0,Terminal Stance,100.0%,8.25 (Accurate ),29.25 (Inaccurate ),5.9 (Inaccurate ),4.6 (Inaccurate ),25.0 % ,Should Improve
334,0,Terminal Stance,100.0%,8.78 (Accurate ),30.82 (Inaccurate ),6.92 (Inaccurate ),3.2 (Inaccurate ),25.0 % ,Should Improve
335,0,Terminal Stance,100.0%,8.32 (Accurate ),30.71 (Inaccurate ),6.81 (Inaccurate ),3.61 (Inaccurate ),25.0 % ,Should Improve
336,0,Terminal Stance,100.0%,7.95 (Accurate ),30.55 (Inaccurate ),6.78 (Inaccurate ),4.25 (Inaccurate ),25.0 % ,Should Improve
337,0,Terminal Stance,100.0%,7.51 (Accurate ),36.28 (Accurate ),10.24 (Inaccurate ),1.47 (Inaccurate ),50.0 % ,Satisfactory
338,0,Terminal Stance,100.0%,7.53 (Accurate ),37.1 (Accurate ),12.3 (Inaccurate ),0.93 (Inaccurate ),50.0 % ,Satisfactory
339,0,Terminal Stance,100.0%,8.1 (Accurate ),37.47 (Accurate ),11.98 (Inaccurate ),0.46 (Inaccurate ),50.0 % ,Satisfactory
